PLAYER_NAME,Transition,Isolation,PRBallHandler,PRRollman,Postup,Spotup,Handoff,Cut,OffScreen,OffRebound
Will Barton,22.267,7.423,23.98,0,0.816,22.594,7.015,3.997,3.181,3.263
D'Angelo Russell,15.777,5.906,38.269,0,6.149,15.453,4.531,3.884,2.913,2.023
Greg Monroe,5.403,5.154,0,10.806,33.832,6.234,0,17.623,1.081,14.131
Deron Williams,10.454,11.045,27.613,0,8.58,16.667,5.819,1.775,11.538,0
Jamal Crawford,11.845,22.403,29.614,0,0,18.026,8.755,0,3.348,0.944
Marcus Morris,11.009,14.595,12.26,4.254,13.762,22.686,3.336,2.002,4.837,4.337
Jabari Parker,18.19,9.14,6.004,4.928,7.079,22.491,1.792,17.204,2.419,6.272
Evan Fournier,16.01,5.051,21.832,0,0,24.829,8.647,4.452,12.586,1.455
JJ Redick,12.176,2.493,5.465,0,0,16.587,18.504,1.438,38.734,0
Zach LaVine,21.524,8.208,29.062,0,0,14.07,10.72,1.926,7.286,1.424
Tobias Harris,12.048,10.843,8.676,6.324,8.434,26.747,3.088,3.133,2.41,4.337
Devin Booker,18.607,6.173,26.808,0,3.263,11.376,7.231,4.056,13.316,1.058
Arron Afflalo,13.183,8.789,8.039,0,16.935,23.365,6.967,3.323,14.898,0
Markieff Morris,6.939,5.382,2.313,15.864,15.864,14.769,0,5.949,6.799,4.804
Jarrett Jack,10.931,10.122,43.927,0,0,18.421,4.656,0,2.834,0
Serge Ibaka,12.439,1.749,0,26.919,3.013,29.835,0,10.01,2.041,6.9
Jae Crowder,20.7,2.1,7.3,3.8,3.5,33.0,6.5,5.6,7.4,3.5
J.R. Smith,15.303,12.752,7.864,0,1.275,33.688,4.57,1.807,16.578,0
Wesley Matthews,10.909,5.758,9.192,1.313,9.899,36.162,6.566,2.727,11.919,1.111
Rajon Rondo,19.806,7.394,39.261,0,0,15.405,2.377,3.785,0,2.465
Alec Burks,0,0,0,0,0,0,0,0,0,0
Norris Cole,16.923,3.761,47.692,0,0,16.41,7.009,0,0,0
Al Jefferson,0,0,0,0,0,0,0,0,0,0
Chandler Parsons,15.509,7.692,18.61,1.241,3.102,28.164,4.963,5.583,9.057,1.613
Robert Covington,20.022,4.113,4.545,5.519,0,37.229,8.117,3.463,4.87,3.896
Joe Johnson,9.091,11.364,27.273,0,10.714,25.974,1.948,0,4.87,1.429
Trevor Ariza,24.015,3.842,7.109,1.345,0,40.346,3.939,3.458,8.357,3.074
Darren Collison,30.09,11.133,25.276,0,0,18.355,3.41,3.21,0,1.003
DeMarre Carroll,21.362,5.882,9.288,0,0,32.508,3.406,8.05,8.05,4.334
Lou Williams,14.154,9.333,43.692,0,0,10.256,7.897,1.538,8.821,1.538
Julius Randle,15.77,21.787,2.188,9.389,11.942,11.212,0,8.66,2.188,10.392
Jeff Green,16.563,12.188,6.25,3.338,12.813,29.063,4.064,5.0,5.806,3.438
Michael Carter-Williams,13.316,11.78,32.522,0,4.738,14.725,2.433,8.195,1.28,2.945
Michael Beasley,15.139,17.53,5.179,12.351,5.578,20.319,0,7.968,0,7.171
Marcin Gortat,7.559,1.124,0,23.085,15.628,1.634,0,31.358,0,10.725
Luol Deng,15.477,4.281,2.854,7.025,6.696,35.456,1.866,9.55,4.501,6.915
Gary Harris,21.382,3.947,10.417,0,0,26.535,14.693,9.759,7.675,1.974
Draymond Green,18.54,5.004,5.004,12.633,8.696,19.688,1.313,9.68,2.297,7.055
Elfrid Payton,15.377,7.128,34.827,0,0,18.024,5.703,5.397,1.935,4.073
Jared Sullinger,6.918,5.799,0,16.785,16.277,20.854,0,8.85,4.781,12.513
George Hill,20.644,4.772,28.746,0,1.221,19.756,4.107,3.441,9.212,2.442
Trey Burke,12.182,6.827,34.672,0,0,24.096,13.387,0,3.347,0
CJ Miles,20.422,2.635,7.115,2.503,0,29.117,10.54,0,18.709,2.372
Tony Parker,12.5,5.543,50.978,0,0,11.957,4.783,2.717,6.957,0
Mirza Teletovic,13.671,2.906,1.292,8.934,13.455,32.508,4.736,2.045,12.056,3.983
Dennis Schroder,9.569,6.89,54.354,0,0,12.344,6.124,1.531,4.498,0
Kent Bazemore,23.434,4.752,15.119,0,0,30.13,6.803,8.855,4.644,1.512
Otto Porter,24.643,1.548,9.881,2.619,1.31,28.929,2.5,9.405,7.262,7.143
Jose Juan Barea,8.595,8.943,52.846,0,0,17.189,5.11,1.161,1.742,0
Harrison Barnes,19.118,8.69,4.412,2.941,12.7,29.545,1.337,9.626,4.144,3.61
Bojan Bogdanovic,18.655,7.809,12.256,0,7.158,31.02,2.386,4.881,9.761,1.844
Isaiah Canaan,18.379,11.073,20.32,0,0,27.854,8.904,2.283,5.594,0
TJ Warren,23.459,4.175,10.338,0,0,22.266,4.374,9.145,10.934,8.946
Marco Belinelli,13.038,0,13.299,0,0,20.339,9.257,3.781,33.638,0
Kenneth Faried,13.268,2.211,0,16.216,11.548,5.16,0,20.762,0,21.253
Evan Turner,15.015,10.51,31.531,0,10.51,13.814,5.706,4.304,2.202,2.302
Jeremy Lin,13.202,7.389,32.709,0,0,21.872,7.291,4.236,7.094,0
Hassan Whiteside,3.967,2.088,0,20.772,21.921,1.983,0,18.059,0,20.459
Nikola Mirotic,11.631,3.919,2.781,7.585,11.125,36.41,5.31,5.563,5.057,4.551
Marvin Williams,8.105,0,2.055,14.84,4.338,39.498,3.653,6.393,4.566,9.018
Matt Barnes,20.737,2.88,5.3,3.341,2.304,31.106,3.111,9.332,7.028,6.221
Dion Waiters,19.085,15.179,25.446,0,0,24.442,3.571,0,7.031,1.116
Omri Casspi,23.514,2.655,4.425,2.781,1.264,38.18,4.551,9.229,4.678,4.551
Ersan Ilyasova,9.14,0,0,17.204,6.989,20.43,1.629,13.979,6.352,21.505
Jonas Valanciunas,3.938,0,0,14.205,27.426,3.235,0,20.675,0,20.253
Marcus Thornton,12.698,4.6,25.397,0,0,28.571,6.6,4.4,10.318,3.4
Myles Turner,7.419,4.019,0,27.821,21.948,8.346,0,13.91,2.473,6.801
Hollis Thompson,19.138,1.648,6.591,0,0,39.671,11.28,4.563,8.238,4.183
Al-Farouq Aminu,0,0,0,0,0,0,0,0,0,0
Nerlens Noel,10.446,9.272,0,18.427,10.211,8.333,0,21.244,0,12.793
Sean Kilpatrick,21.523,3.642,19.205,0,0,41.379,3.642,6.623,8.278,0
Enes Kanter,8.839,1.491,0,20.234,18.956,5.112,0,16.72,0,21.725
Marcus Smart,16.837,4.685,18.155,0,6.149,25.183,5.857,4.978,2.928,6.735
Terrence Ross,13.773,6.026,11.765,0,0,34.29,5.452,0,23.673,0
Raymond Felton,8.636,10.227,45.0,0,0,22.273,2.614,1.818,2.273,0
Gerald Green,17.339,3.288,7.324,0,2.84,34.978,11.809,3.587,11.211,2.84
Dwight Howard,6.263,0,0,9.343,30.493,0,0,22.177,0,14.784
Jerryd Bayless,15.596,7.156,21.101,0,0,29.908,8.991,2.569,8.624,0
Patrick Beverley,20.11,7.989,19.008,1.928,0,36.501,2.617,0,0,3.444
Allen Crabbe,17.857,0,9.184,3.189,0,32.526,10.842,4.337,16.326,1.276
Shabazz Muhammad,20.209,5.226,6.852,0,9.872,20.674,4.181,9.059,10.453,9.408
Stanley Johnson,18.709,9.223,21.739,0,4.348,25.692,6.719,2.108,2.372,4.48
Gary Neal,13.83,6.117,24.468,0,0,25.266,9.84,0,14.096,0
Courtney Lee,16.996,5.534,16.996,0,0,39.526,7.115,3.953,5.929,2.245
Robin Lopez,2.526,1.493,0,12.974,29.162,3.789,0,18.599,0,22.503
Kelly Olynyk,13.889,2.924,0,19.444,7.31,24.854,4.971,7.456,5.702,6.579
Alex Len,4.467,2.52,0,11.34,29.553,9.049,0,19.702,1.833,12.715
Shelvin Mack,13.539,6.888,35.63,0,0,23.753,11.639,0,0,0
Doug McDermott,16.344,0,3.601,0,2.909,28.116,13.989,10.249,15.651,4.017
Luis Scola,13.617,0,0,18.44,15.461,29.362,0,7.801,0,8.227
Jameer Nelson,9.302,7.752,47.028,0,0,20.672,7.235,0,0,0
O.J. Mayo,17.805,3.902,15.122,0,2.439,26.341,10.976,2.927,8.78,0
Jerami Grant,16.046,11.861,2.674,10.465,5.698,24.884,2.791,12.558,2.442,6.047
Jeremy Lamb,11.893,6.868,24.288,0,0,18.76,5.863,8.04,15.913,4.69
Ricky Rubio,18.498,3.917,40.696,0,0,22.633,4.026,1.088,0,0
Austin Rivers,14.422,14.263,33.28,0,0,19.493,6.656,4.754,2.536,0
Kyle Korver,13.85,0,6.787,0,0,23.961,13.158,3.463,31.44,0
Rodney Stuckey,21.575,5.651,31.507,0,0,16.267,8.733,3.253,4.623,0
Patty Mills,13.643,2.25,28.411,0,0,24.332,7.736,4.923,12.236,0
Jusuf Nurkic,3.245,0,0,24.484,31.858,3.245,0,11.799,0,15.339
Kevin Martin,14.545,13.073,9.091,0,4.128,28.182,5.275,9.091,16.364,0
Jordan Hill,4.708,4.85,0,19.829,24.108,7.561,0,17.261,0,13.124
Nikola Jokic,5.942,3.54,0,19.469,19.848,10.746,0,15.424,0,13.654
Aaron Gordon,0,0,0,0,0,0,0,0,0,0
Manu Ginobili,9.76,6.164,23.801,0,0,27.226,7.705,6.849,7.877,0
Nik Stauskas,17.852,4.209,15.53,0,0,38.897,9.289,2.322,6.967,1.597
Wayne Ellington,16.032,2.381,17.778,0,0,31.905,7.143,4.127,14.762,1.587
Gerald Henderson,13.063,8.559,18.168,0,7.808,22.072,7.357,5.255,8.258,2.402
Mo Williams,14.667,4.0,43.2,0,0,18.4,6.933,0,4.267,0
Archie Goodwin,21.263,8.306,25.914,0,0,20.1,5.149,5.648,1.827,3.322
Tony Allen,23.627,4.659,5.158,0,2.496,23.295,2.995,17.305,0,10.982
Terrence Jones,16.702,5.782,0,11.991,7.923,23.34,0,14.775,0,8.779
Mario Chalmers,15.186,5.816,32.609,0,0,16.801,5.977,2.262,2.423,2.262
Cory Joseph,9.399,11.227,46.214,0,0,19.191,3.003,0,1.958,0
Tim Duncan,4.467,0,0,24.227,25.945,5.326,0,18.041,0,8.247
Toney Douglas,17.329,6.859,37.184,0,0,19.495,7.401,3.069,0,0
Ramon Sessions,25.904,3.614,35.06,0,0,17.711,3.494,5.181,3.012,0
Meyers Leonard,6.78,0,0,26.365,5.838,35.405,0,7.156,2.448,4.143
Langston Galloway,22.046,4.755,17.435,0,0,27.954,8.069,5.043,6.052,2.738
PJ Tucker,18.098,3.17,6.605,1.585,8.454,29.458,1.585,7.662,2.114,13.342
Danny Green,20.973,1.824,4.407,0,0,42.705,5.015,4.863,10.486,3.04
Gorgui Dieng,7.238,3.739,0,22.316,15.682,14.234,0,16.888,0,8.806
Derrick Williams,20.592,10.902,5.114,7.402,9.556,20.996,2.692,10.902,4.98,3.769
Bobby Portis,9.69,8.527,0,16.085,16.473,19.38,0,6.008,0,16.667
Darrell Arthur,8.304,2.422,0,20.761,7.958,30.104,0,11.765,2.595,7.785
Jon Leuer,10.616,7.877,0,23.459,7.534,23.63,1.884,8.904,0,8.39
Carl Landry,5.431,5.431,0,17.252,20.447,16.613,0,15.335,0,12.141
Nick Young,14.452,6.993,16.55,0,0,28.904,7.226,0,17.716,0
Lance Stephenson,18.222,13.333,21.333,0,5.128,27.111,3.846,3.59,0,5.333
Taj Gibson,4.524,1.716,0,12.012,24.337,5.772,0,26.053,0,18.565
Aaron Brooks,0,0,0,0,0,0,0,0,0,0
Nene,7.523,6.606,0,16.881,31.009,6.055,0,21.284,0,3.486
Tyler Johnson,11.356,5.047,27.76,0,0,26.814,9.464,3.785,4.416,3.47
Matthew Dellavedova,8.964,3.4,46.677,0,0,23.184,6.028,1.7,2.009,0
Corey Brewer,32.996,2.026,4.631,0,0,32.706,6.657,4.92,6.512,2.315
Ben McLemore,26.21,4.508,8.18,0,0,27.713,6.344,6.01,13.356,1.836
E'Twaun Moore,18.242,3.297,24.835,0,2.418,27.692,9.67,4.835,0,2.637
DeAndre Jordan,7.52,0,0,20.314,7.183,0,0,20.763,0,17.396
Jason Smith,4.584,0,0,40.408,2.377,26.995,0,6.282,3.735,4.584
Frank Kaminsky,6.173,3.858,0,20.525,10.802,33.025,1.698,9.414,2.932,4.784
Lance Thomas,13.142,6.571,5.955,2.464,5.339,39.014,0,8.624,5.749,3.901
Wesley Johnson,20.684,1.88,2.051,5.812,0,41.539,8.547,5.47,5.983,2.222
Joffrey Lauvergne,8.137,2.998,0,24.625,14.133,19.058,0,13.062,0,9.636
Shane Larkin,14.08,6.178,46.983,0,0,12.356,6.322,5.316,0,0
Josh Smith,12.558,12.558,9.302,13.023,4.651,18.595,0,7.907,0,4.959
Marreese Speights,7.018,5.088,0,21.754,8.596,18.947,0,10.175,10.702,10.702
JaMychal Green,8.675,3.312,0,14.826,13.88,17.981,0,15.931,0,17.981
Garrett Temple,31.672,2.251,9.807,0,0,32.476,2.572,4.18,7.878,2.412
Brandon Jennings,18.396,8.491,37.736,0,0,13.812,7.735,0,0,0
Ian Mahinmi,7.834,2.304,0,20.891,10.753,7.988,0,29.647,0,9.063
Mason Plumlee,12.652,5.353,0,20.803,8.637,4.258,0,22.993,0,11.436
Jose Calderon,10.233,2.154,38.061,0,0,22.98,7.72,2.873,7.72,0
Patrick Patterson,10.315,0,0,14.161,2.448,52.797,0,2.622,0,8.566
Zaza Pachulia,4.05,5.587,0,17.877,4.19,9.078,0,31.425,0,15.084
PJ Hairston,18.987,0,8.176,0,0,29.747,5.975,0,5.031,3.774
David Lee,8.696,5.534,0,21.693,11.111,7.115,0,16.996,0,10.672
Luke Babbitt,13.855,4.518,6.928,0,0,43.976,4.819,0,10.843,6.627
Mike Dunleavy,15.351,0,5.702,0,0,28.07,11.842,11.403,17.105,0
Andrea Bargnani,3.67,5.199,0,33.028,4.281,28.746,0,8.563,4.893,6.422
Jared Dudley,20.361,0,0,13.465,0,43.35,0,6.732,5.583,2.956
Greivis Vasquez,9.043,0,31.915,0,0,34.043,7.447,0,0,0
Cody Zeller,11.203,1.977,0,28.83,2.636,11.697,0,19.769,3.789,10.379
Justise Winslow,24.098,2.459,7.049,0,3.443,30.164,4.262,11.967,0,7.541
Randy Foye,15.425,7.389,21.277,0,0,39.362,6.404,0,3.941,0
Paul Pierce,13.636,7.851,2.066,16.322,6.405,39.463,0,0,6.405,0
Devin Harris,21.127,3.622,22.334,0,0,28.773,4.829,5.835,3.421,0
Rudy Gobert,6.601,1.815,0,17.492,3.96,2.145,0,29.208,0,23.267
David West,7.13,3.473,0,19.378,21.024,17.916,0,14.808,2.011,6.033
TJ McConnell,13.141,6.891,45.994,0,0,12.5,7.372,2.564,3.045,2.083
Donald Sloan,17.573,6.067,32.845,0,0,20.502,5.439,8.159,0,0
Vince Carter,9.512,4.878,16.341,0,8.293,28.293,7.805,4.146,8.049,4.878
Kosta Koufos,7.807,0,0,21.004,13.197,0,0,32.714,0,17.1
D.J. Augustin,13.691,6.542,33.929,0,0,13.396,9.524,0,0,0
Andre Iguodala,23.809,7.867,7.66,0,2.899,26.708,2.277,8.075,5.383,3.313
Iman Shumpert,15.803,7.772,15.285,0,0,41.451,3.368,0,4.922,0
Andrew Nicholson,7.349,0,0,18.635,32.284,22.31,0,4.987,2.625,4.987
Kris Humphries,13.869,0,0,19.708,0,27.273,0,7.179,0,9.231
Donatas Motiejunas,9.489,0,0,18.248,21.898,21.168,0,13.139,0,6.204
Leandro Barbosa,27.333,5.778,14.444,0,0,19.333,5.333,3.556,15.556,0
Trey Lyles,9.648,4.082,0,15.77,2.226,43.228,0,10.761,2.041,5.751
Amir Johnson,10.764,3.125,0,15.625,10.938,9.375,0,19.271,0,17.361
Alexis Ajinca,4.282,0,0,27.456,9.572,15.113,0,17.128,4.534,10.831
Spencer Hawes,4.835,3.053,0,18.066,13.741,28.499,0,12.723,0,7.379
Ty Lawson,20.482,7.882,36.145,0,0,15.663,3.695,0,0,0
Mario Hezonja,15.926,4.259,20.37,0,0,25.556,7.407,3.148,13.889,2.593
Tony Snell,16.749,7.143,16.995,0,0,33.498,9.852,3.941,2.956,2.709
Charlie Villanueva,12.195,0,0,10.84,6.233,37.669,3.523,4.065,15.176,4.878
Steven Adams,7.012,0,0,24.708,7.346,0,0,29.382,0,19.533
Maurice Harkless,16.731,3.654,6.154,2.115,4.423,28.077,3.462,12.5,4.615,12.885
Josh Richardson,12.836,4.776,24.478,0,0,40.299,3.881,2.985,0,0
Willie Cauley-Stein,18.243,2.928,0,14.189,5.631,4.504,0,28.604,0,18.919
Dante Cunningham,18.864,0,3.854,4.462,0,43.611,2.84,11.562,2.231,4.462
Tim Hardaway Jr.,26.861,0,8.414,0,0,35.599,7.443,0,11.974,0
Jason Terry,19.68,3.432,13.959,0,0,44.165,5.492,0,4.348,0
Markel Brown,17.184,3.103,23.628,0,0,28.878,3.819,4.535,8.831,3.341
Raul Neto,13.979,5.556,27.778,0,0,33.154,10.215,2.151,0,0
Clint Capela,12.844,0,0,18.532,4.404,0,0,29.174,0,23.486
Jerian Grant,15.69,9.641,34.972,0,0,19.282,4.915,3.781,4.726,0
Seth Curry,17.438,4.626,27.758,0,0,27.046,4.626,0,11.032,0
John Henson,6.158,0,0,21.921,14.039,3.448,0,29.557,0,14.286
Tristan Thompson,7.276,0,0,20.981,5.753,2.538,0,28.257,0,23.52
Mike Scott,15.884,0,0,18.792,8.054,28.188,0,15.212,0,5.593
Metta World Peace,8.676,11.415,10.046,0,17.352,28.31,9.132,0,0,5.479
Boris Diaw,6.09,4.519,0,11.395,38.507,20.039,0,8.055,0,3.733
Roy Hibbert,3.255,0,0,16.998,29.295,12.116,0,11.754,0,12.477
Channing Frye,9.392,0,0,17.127,5.381,35.874,0,5.381,9.865,5.381
Thabo Sefolosha,25.88,0,9.11,0,0,29.192,3.934,13.665,3.313,4.348
Festus Ezeli,5.556,0,0,16.049,21.296,0,0,30.247,0,15.741
Trevor Booker,12.86,1.919,0,16.123,3.263,16.891,0,18.234,0,19.386
Anthony Morrow,16.022,4.972,4.42,0,0,46.133,6.354,3.039,11.602,0
Tyler Zeller,10.444,0,0,34.465,6.266,9.661,0,16.71,2.872,10.705
Shaun Livingston,15.121,6.855,12.702,0,19.153,9.073,4.032,17.742,0,3.629
Cameron Payne,13.213,3.303,45.646,0,0,24.925,3.303,0,0,0
Ronnie Price,17.313,9.561,20.155,0,0,32.558,8.01,0,2.842,0
Brandon Bass,12.121,6.527,0,27.273,11.422,4.895,0,17.716,0,12.354
Norman Powell,23.776,0,19.58,0,0,37.762,0,3.497,5.594,0
Larry Nance Jr.,11.453,3.911,0,11.453,0,21.508,0,19.832,3.631,15.084
Rondae Hollis-Jefferson,22.222,5.82,11.111,0,0,23.809,0,8.466,0,9.524
Tyson Chandler,4.969,0,0,18.012,8.282,4.141,0,26.708,0,21.532
Timofey Mozgov,7.219,0,0,16.773,18.047,9.979,0,32.272,0,8.705
Aron Baynes,5.303,0,0,22.348,17.614,4.545,0,18.371,0,18.371
Lavoy Allen,8.475,0,0,17.161,8.475,13.559,0,22.034,0,19.068
Anthony Tolliver,14.248,0,0,10.818,0,55.145,0,3.166,8.179,0
Tim Frazier,17.241,13.362,44.828,0,0,10.776,0,0,0,0
Joakim Noah,6.897,0,0,9.852,4.926,7.882,0,14.286,0,29.557
Chris McCullough,13.235,0,0,21.323,0,30.882,0,9.559,0,9.559
Sasha Vujacic,14.793,0,10.651,0,0,34.911,11.834,0,16.272,0
Beno Udrih,10.891,0,42.105,0,0,21.053,13.366,0,0,0
JJ Hickson,8.553,0,0,17.333,9.211,8.553,0,16.0,0,14.667
Jonathon Simmons,19.394,8.182,15.758,0,0,28.182,6.364,7.879,4.848,0
Richaun Holmes,8.392,0,0,21.329,4.196,14.336,0,26.224,0,13.636
Troy Daniels,9.767,0,8.372,0,0,37.209,10.233,0,24.186,0
JaKarr Sampson,21.918,4.348,5.686,0,0,33.562,8.219,17.808,0,6.849
Marcelo Huertas,13.75,3.125,48.438,0,0,11.875,5.938,3.438,0,0
Justin Holiday,27.778,5.729,16.667,0,0,41.111,9.375,0,5.729,0
Tyus Jones,17.327,7.921,40.594,0,0,18.317,0,0,0,0
Anthony Brown,18.792,0,6.711,0,0,42.282,7.383,0,9.396,0
Jarell Martin,10.429,7.362,0,14.724,9.202,14.724,0,16.564,0,17.178
Tiago Splitter,4.975,0,0,15.92,13.433,0,0,38.308,0,14.925
Dwight Powell,6.468,0,0,23.383,0,14.428,0,26.866,9.453,9.204
Amar'e Stoudemire,4.04,0,0,27.273,19.192,3.704,0,19.529,3.704,14.141
Kevin Seraphin,5.814,5.426,0,13.566,43.411,6.977,0,10.853,0,4.651
James Johnson,15.432,17.284,6.481,0,5.556,30.556,0,6.481,4.012,5.247
Richard Jefferson,16.41,4.103,6.41,0,0,47.692,7.949,5.385,4.872,0
Kyle O'Quinn,6.389,6.389,0,19.722,18.333,14.722,0,14.167,0,10.0
CJ Watson,21.91,5.618,25.843,0,0,21.91,0,0,0,0
Steve Blake,8.485,3.03,41.515,0,0,23.636,6.364,0,3.636,0
Ryan Kelly,13.99,6.736,0,10.881,9.326,31.606,0,5.181,0,7.772
Thomas Robinson,9.181,6.7,0,26.303,4.963,5.955,0,11.911,0,24.566
Ed Davis,3.112,0,0,24.896,4.357,0,0,26.971,0,28.423
Tyler Ennis,14.98,6.883,40.081,0,0,19.838,4.858,0,0,0
Andrew Bogut,4.974,0,0,9.686,6.544,0,0,36.649,0,18.848
