PLAYER_NAME,Freq,eFG%,TO%,PtsPerPoss,Score%,PPPRank
Michael Carter-Williams,1.28,11.111,10.0,0.2,10.0,0.0
Michael Beasley,0,0,0,0,0,0
Marcin Gortat,0,0,0,0,0,0
Luol Deng,4.501,32.857,9.756,0.61,31.707,26.0
Gary Harris,7.675,53.333,11.429,0.971,38.571,143.0
Draymond Green,2.297,63.043,14.286,1.107,42.857,208.0
Elfrid Payton,1.935,23.333,15.789,0.368,15.789,4.0
Jared Sullinger,4.781,41.86,4.255,0.851,42.553,98.0
George Hill,9.212,62.162,8.434,1.157,44.578,219.0
Trey Burke,3.347,60.417,0.0,1.24,44.0,230.0
CJ Miles,18.709,51.6,6.338,1.014,40.141,166.0
Tony Parker,6.957,41.509,12.5,0.797,39.063,67.0
Mirza Teletovic,12.056,47.087,4.464,0.929,36.607,126.0
Dennis Schroder,4.498,55.682,4.255,1.085,46.809,201.0
Kent Bazemore,4.644,68.056,9.302,1.279,51.163,233.0
Otto Porter,7.262,56.14,4.918,1.066,44.262,194.0
Jose Juan Barea,1.742,41.667,13.333,0.867,40.0,102.0
Harrison Barnes,4.144,45.0,3.226,0.903,38.71,116.0
Bojan Bogdanovic,9.761,44.203,13.333,0.822,38.889,84.0
Isaiah Canaan,5.594,50.0,4.082,1.061,34.694,191.0
TJ Warren,10.934,68.367,9.091,1.273,60.0,231.0
Marco Belinelli,33.638,48.451,6.202,0.977,44.574,147.0
Kenneth Faried,0,0,0,0,0,0
Evan Turner,2.202,38.889,9.091,0.818,40.909,80.0
Jeremy Lin,7.094,59.821,8.333,1.181,54.167,224.0
Hassan Whiteside,0,0,0,0,0,0
Nikola Mirotic,5.057,56.579,0.0,1.175,45.0,223.0
Marvin Williams,4.566,42.647,5.0,0.925,40.0,124.0
Matt Barnes,7.028,37.963,9.836,0.705,27.869,44.0
Dion Waiters,7.031,45.918,11.111,0.889,42.857,111.0
Omri Casspi,4.678,58.929,2.703,1.162,51.351,222.0
Ersan Ilyasova,6.352,48.611,2.564,0.949,38.462,133.0
Jonas Valanciunas,0,0,0,0,0,0
Marcus Thornton,10.318,31.818,15.385,0.615,23.077,27.0
Myles Turner,2.473,33.333,0.0,0.75,37.5,55.0
Hollis Thompson,8.238,35.088,9.231,0.662,26.154,34.0
Al-Farouq Aminu,0,0,0,0,0,0
Nerlens Noel,0,0,0,0,0,0
Sean Kilpatrick,8.278,47.5,8.0,1.0,48.0,151.0
Enes Kanter,0,0,0,0,0,0
Marcus Smart,2.928,27.778,5.0,0.6,25.0,21.0
Terrence Ross,23.673,51.923,3.636,1.024,43.03,169.0
Raymond Felton,2.273,45.0,0.0,0.9,35.0,115.0
Gerald Green,11.211,37.313,8.0,0.693,33.333,41.0
Dwight Howard,0,0,0,0,0,0
Jerryd Bayless,8.624,75.714,19.149,1.234,46.809,229.0
Patrick Beverley,0,0,0,0,0,0
Allen Crabbe,16.326,44.444,8.594,0.93,40.625,128.0
Shabazz Muhammad,10.453,39.744,4.444,0.844,43.333,95.0
Stanley Johnson,2.372,37.5,11.111,0.667,27.778,35.0
Gary Neal,14.096,50.0,7.547,0.981,43.396,148.0
Courtney Lee,5.929,46.154,13.333,0.867,40.0,102.0
Robin Lopez,0,0,0,0,0,0
Kelly Olynyk,5.702,51.471,2.564,1.026,46.154,170.0
Alex Len,1.833,42.857,12.5,0.75,37.5,55.0
Shelvin Mack,0,0,0,0,0,0
Doug McDermott,15.651,39.806,5.31,0.805,31.858,72.0
Luis Scola,0,0,0,0,0,0
Jameer Nelson,0,0,0,0,0,0
O.J. Mayo,8.78,28.788,5.556,0.556,27.778,17.0
Jerami Grant,2.442,36.667,9.524,0.81,38.095,75.0
Jeremy Lamb,15.913,54.598,6.316,1.032,45.263,171.0
Ricky Rubio,0,0,0,0,0,0
Austin Rivers,2.536,78.571,6.25,1.438,62.5,241.0
Kyle Korver,31.44,52.103,5.286,1.0,37.004,151.0
Rodney Stuckey,4.623,58.0,3.704,1.148,55.556,214.0
Patty Mills,12.236,59.524,2.299,1.184,42.529,226.0
Jusuf Nurkic,0,0,0,0,0,0
Kevin Martin,16.364,42.857,11.111,0.778,38.889,63.0
Jordan Hill,0,0,0,0,0,0
Nikola Jokic,0,0,0,0,0,0
Aaron Gordon,0,0,0,0,0,0
Manu Ginobili,7.877,54.878,6.522,1.043,47.826,180.0
Nik Stauskas,6.967,56.25,12.5,1.042,43.75,178.0
Wayne Ellington,14.762,40.698,4.301,0.806,34.409,74.0
Gerald Henderson,8.258,42.0,5.455,0.836,40.0,87.0
Mo Williams,4.267,56.667,6.25,1.063,50.0,193.0
Archie Goodwin,1.827,33.333,18.182,0.636,45.455,31.0
Tony Allen,0,0,0,0,0,0
Terrence Jones,0,0,0,0,0,0
Mario Chalmers,2.423,18.182,6.667,0.6,33.333,21.0
Cory Joseph,1.958,58.333,20.0,1.0,40.0,151.0
Tim Duncan,0,0,0,0,0,0
Toney Douglas,0,0,0,0,0,0
Ramon Sessions,3.012,50.0,8.0,1.04,48.0,176.0
Meyers Leonard,2.448,70.833,7.692,1.308,53.846,234.0
Langston Galloway,6.052,35.526,4.762,0.738,33.333,52.0
PJ Tucker,2.114,53.571,12.5,0.938,37.5,130.0
Danny Green,10.486,41.667,4.348,0.797,31.884,68.0
Gorgui Dieng,0,0,0,0,0,0
Derrick Williams,4.98,39.394,2.703,0.919,43.243,122.0
Bobby Portis,0,0,0,0,0,0
Darrell Arthur,2.595,85.714,6.667,1.6,60.0,245.0
Jon Leuer,0,0,0,0,0,0
Carl Landry,0,0,0,0,0,0
Nick Young,17.716,38.732,5.263,0.75,31.579,55.0
Lance Stephenson,0,0,0,0,0,0
Taj Gibson,0,0,0,0,0,0
Aaron Brooks,0,0,0,0,0,0
Nene,0,0,0,0,0,0
Tyler Johnson,4.416,76.923,0.0,1.5,71.429,243.0
Matthew Dellavedova,2.009,50.0,0.0,1.0,38.462,151.0
Corey Brewer,6.512,26.471,22.222,0.444,20.0,8.0
Ben McLemore,13.356,44.203,7.5,0.837,38.75,88.0
E'Twaun Moore,0,0,0,0,0,0
DeAndre Jordan,0,0,0,0,0,0
Jason Smith,3.735,35.714,0.0,0.727,36.364,45.0
Frank Kaminsky,2.932,55.556,5.263,1.053,47.368,185.0
Lance Thomas,5.749,30.0,14.286,0.643,32.143,32.0
Wesley Johnson,5.983,33.824,2.857,0.657,28.571,33.0
Joffrey Lauvergne,0,0,0,0,0,0
Shane Larkin,0,0,0,0,0,0
Josh Smith,0,0,0,0,0,0
Marreese Speights,10.702,40.0,3.279,0.852,40.984,99.0
JaMychal Green,0,0,0,0,0,0
Garrett Temple,7.878,41.463,14.286,0.735,28.571,50.0
Brandon Jennings,0,0,0,0,0,0
Ian Mahinmi,0,0,0,0,0,0
Mason Plumlee,0,0,0,0,0,0
Jose Calderon,7.72,54.878,4.651,1.047,44.186,182.0
Patrick Patterson,0,0,0,0,0,0
Zaza Pachulia,0,0,0,0,0,0
PJ Hairston,5.031,34.615,6.25,0.75,37.5,55.0
David Lee,0,0,0,0,0,0
Luke Babbitt,10.843,53.125,8.333,1.0,47.222,151.0
Mike Dunleavy,17.105,37.143,5.128,0.744,28.205,53.0
Andrea Bargnani,4.893,30.769,0.0,0.875,43.75,106.0
Jared Dudley,5.583,39.655,11.765,0.765,32.353,61.0
Greivis Vasquez,0,0,0,0,0,0
Cody Zeller,3.789,45.0,4.348,0.957,47.826,137.0
Justise Winslow,0,0,0,0,0,0
Randy Foye,3.941,30.0,6.25,0.563,25.0,18.0
Paul Pierce,6.405,51.786,3.226,1.097,41.935,205.0
Devin Harris,3.421,55.556,23.529,1.059,52.941,190.0
Rudy Gobert,0,0,0,0,0,0
David West,2.011,81.818,0.0,1.727,81.818,246.0
TJ McConnell,3.045,50.0,15.789,0.842,42.105,93.0
Donald Sloan,0,0,0,0,0,0
Vince Carter,8.049,64.516,3.03,1.273,48.485,231.0
Kosta Koufos,0,0,0,0,0,0
D.J. Augustin,0,0,0,0,0,0
Andre Iguodala,5.383,54.167,7.692,1.038,38.462,174.0
Iman Shumpert,4.922,43.333,10.526,0.842,42.105,93.0
Andrew Nicholson,2.625,83.333,10.0,1.5,60.0,243.0
Kris Humphries,0,0,0,0,0,0
Donatas Motiejunas,0,0,0,0,0,0
Leandro Barbosa,15.556,51.563,4.286,0.986,44.286,150.0
Trey Lyles,2.041,22.727,0.0,0.455,18.182,9.0
Amir Johnson,0,0,0,0,0,0
Alexis Ajinca,4.534,50.0,0.0,1.0,50.0,151.0
Spencer Hawes,0,0,0,0,0,0
Ty Lawson,0,0,0,0,0,0
Mario Hezonja,13.889,42.742,13.333,0.787,36.0,65.0
Tony Snell,2.956,70.833,0.0,1.417,50.0,240.0
Charlie Villanueva,15.176,36.275,7.143,0.679,28.571,37.0
Steven Adams,0,0,0,0,0,0
Maurice Harkless,4.615,52.778,20.833,0.875,37.5,106.0
Josh Richardson,0,0,0,0,0,0
Willie Cauley-Stein,0,0,0,0,0,0
Dante Cunningham,2.231,72.727,0.0,1.455,63.636,242.0
Tim Hardaway Jr.,11.974,50.0,10.811,0.946,37.838,131.0
Jason Terry,4.348,57.895,0.0,1.211,47.368,228.0
Markel Brown,8.831,46.667,13.514,0.838,40.541,89.0
Raul Neto,0,0,0,0,0,0
Clint Capela,0,0,0,0,0,0
Jerian Grant,4.726,23.913,8.0,0.44,20.0,7.0
Seth Curry,11.032,54.167,6.452,1.161,48.387,221.0
John Henson,0,0,0,0,0,0
Tristan Thompson,0,0,0,0,0,0
Mike Scott,0,0,0,0,0,0
Metta World Peace,0,0,0,0,0,0
Boris Diaw,0,0,0,0,0,0
Roy Hibbert,0,0,0,0,0,0
Channing Frye,9.865,30.0,9.091,0.545,18.182,15.0
Thabo Sefolosha,3.313,66.667,0.0,1.313,62.5,235.0
Festus Ezeli,0,0,0,0,0,0
Trevor Booker,0,0,0,0,0,0
Anthony Morrow,11.602,54.878,2.381,1.071,42.857,195.0
Tyler Zeller,2.872,36.364,0.0,0.727,36.364,45.0
Shaun Livingston,0,0,0,0,0,0
Cameron Payne,0,0,0,0,0,0
Ronnie Price,2.842,15.0,9.091,0.273,9.091,3.0
Brandon Bass,0,0,0,0,0,0
Norman Powell,5.594,26.923,12.5,0.563,25.0,18.0
Larry Nance Jr.,3.631,30.769,0.0,0.615,30.769,27.0
Rondae Hollis-Jefferson,0,0,0,0,0,0
Tyson Chandler,0,0,0,0,0,0
Timofey Mozgov,0,0,0,0,0,0
Aron Baynes,0,0,0,0,0,0
Lavoy Allen,0,0,0,0,0,0
Anthony Tolliver,8.179,42.593,3.226,0.839,35.484,91.0
Tim Frazier,0,0,0,0,0,0
Joakim Noah,0,0,0,0,0,0
Chris McCullough,0,0,0,0,0,0
Sasha Vujacic,16.272,47.115,3.636,0.909,40.0,119.0
Beno Udrih,0,0,0,0,0,0
JJ Hickson,0,0,0,0,0,0
Jonathon Simmons,4.848,46.154,12.5,0.875,43.75,106.0
Richaun Holmes,0,0,0,0,0,0
Troy Daniels,24.186,56.818,15.385,0.962,42.308,139.0
JaKarr Sampson,0,0,0,0,0,0
Marcelo Huertas,0,0,0,0,0,0
Justin Holiday,5.729,40.0,9.091,0.727,27.273,45.0
Tyus Jones,0,0,0,0,0,0
Anthony Brown,9.396,33.333,7.143,0.571,21.429,20.0
Jarell Martin,0,0,0,0,0,0
Tiago Splitter,0,0,0,0,0,0
Dwight Powell,9.453,20.0,2.632,0.5,23.684,12.0
Amar'e Stoudemire,3.704,36.364,0.0,0.727,36.364,45.0
Kevin Seraphin,0,0,0,0,0,0
James Johnson,4.012,36.364,15.385,0.615,23.077,27.0
Richard Jefferson,4.872,47.059,5.263,0.895,36.842,114.0
Kyle O'Quinn,0,0,0,0,0,0
CJ Watson,0,0,0,0,0,0
Steve Blake,3.636,72.727,8.333,1.333,50.0,236.0
Ryan Kelly,0,0,0,0,0,0
Thomas Robinson,0,0,0,0,0,0
Ed Davis,0,0,0,0,0,0
Tyler Ennis,0,0,0,0,0,0
Andrew Bogut,0,0,0,0,0,0
JaVale McGee,0,0,0,0,0,0
Andre Roberson,0,0,0,0,0,0
Nemanja Bjelica,0,0,0,0,0,0
Kendall Marshall,0,0,0,0,0,0
Miles Plumlee,0,0,0,0,0,0
Kyle Anderson,0,0,0,0,0,0
Rashad Vaughn,13.289,41.176,12.5,0.75,32.5,55.0
Cole Aldrich,0,0,0,0,0,0
John Jenkins,11.504,75.0,7.692,1.385,61.538,239.0
Jonas Jerebko,0,0,0,0,0,0
Shabazz Napier,0,0,0,0,0,0
Quincy Acy,0,0,0,0,0,0
Chase Budinger,15.984,40.625,15.385,0.692,30.769,40.0
Brandon Rush,7.717,59.091,8.333,1.083,41.667,200.0
Joe Ingles,3.039,60.0,9.091,1.091,36.364,203.0
Noah Vonleh,0,0,0,0,0,0
Ray McCallum,10.638,50.0,20.0,0.8,30.0,69.0
Josh McRoberts,0,0,0,0,0,0
Solomon Hill,5.0,54.167,0.0,1.154,46.154,218.0
James Anderson,4.273,50.0,0.0,1.1,50.0,207.0
Bismack Biyombo,0,0,0,0,0,0
Alonzo Gee,0,0,0,0,0,0
Darrun Hilliard,0,0,0,0,0,0
Drew Gooden,0,0,0,0,0,0
Willie Reed,0,0,0,0,0,0
Glenn Robinson,10.215,20.588,5.263,0.474,21.053,11.0
Kelly Oubre,4.906,15.0,23.077,0.231,7.692,1.0
Phil Pressey,0,0,0,0,0,0
Axel Toupane,0,0,0,0,0,0
Kyle Singler,0,0,0,0,0,0
Jeff Withey,0,0,0,0,0,0
Johnny O'Bryant,0,0,0,0,0,0
Justin Anderson,7.489,7.143,11.765,0.235,11.765,2.0
Kevin Garnett,0,0,0,0,0,0
Dewayne Dedmon,0,0,0,0,0,0
Robert Sacre,0,0,0,0,0,0
Tayshaun Prince,0,0,0,0,0,0
Omer Asik,0,0,0,0,0,0
Kirk Hinrich,0,0,0,0,0,0
Luc Mbah a Moute,0,0,0,0,0,0
Chris Johnson,0,0,0,0,0,0
Tarik Black,0,0,0,0,0,0
Chris Andersen,0,0,0,0,0,0
Reggie Bullock,0,0,0,0,0,0
Andre Miller,0,0,0,0,0,0
Kostas Papanikolaou,0,0,0,0,0,0
Sonny Weems,0,0,0,0,0,0
Pablo Prigioni,0,0,0,0,0,0
Cristiano Felicio,0,0,0,0,0,0
Salah Mejri,0,0,0,0,0,0
Jason Thompson,0,0,0,0,0,0
Lamar Patterson,0,0,0,0,0,0
Ryan Hollins,0,0,0,0,0,0
Kendrick Perkins,0,0,0,0,0,0
Nick Collison,0,0,0,0,0,0
Sergey Karasev,0,0,0,0,0,0
